"","Metro","Metro_labor_force","Artists","Graphic_Designers","Fashion_Designers","Other_Designers","Musicians","Writers","Photographers","Dancers_Chors","Actors","Producers_Dirs"
"130","Lafayette, LA",283967,0.69139309689331,0.677919196226538,0,0.462533976029389,1.04032425712317,0.157592539183915,1.42340140124508,0,0.450420033332969,0.265974973680203
"131","Lake Havasu City-Kingman, AZ",114523,0.454230224041927,0.287770200728529,0,0.353111301066865,0.401126133267524,0.605962149172103,0.599724564684543,3.54935362942279,0,0.11115197509177
"132","Lakeland-Winter Haven, FL",394268,0.842714974429938,0.571852108446272,0,0.494192315241102,0.95183858902162,0.574101038919569,1.49773634715307,0.332574359689174,0.914729433609013,0.540257535230202
"133","Lancaster, PA",339369,0.890035618345552,1.48902827316729,0.489305358132172,0.973964406115678,1.17453848589819,0.714749514661505,1.52600856792328,0.90797938222978,1.89680175782728,0.4126011335089
"134","Lansing-East Lansing, MI",302476,0.824764070672463,0.64335399936589,0.250964999475124,0.479532195954375,1.46499767744794,0.917713844531623,0.722959800174092,1.0837506748133,0.395129696755857,0.216032178540771
"135","Laredo, TX",135277,0.198473747454687,0.595517795467188,0.210431806167819,0.123527884450621,0,0.340399427431953,0.828685390243912,3.39253529247957,0,0.0815526410573128
"136","Las Cruces, NM",119650,0.677861698093748,0.415344906282632,0,0.516747028933211,0.448911990764724,0.72093045736058,1.28661085086932,0,0.876219750265208,1.5532810831103
"137","Las Vegas-Henderson-Paradise, NV",1340124,0.734186932568962,1.05355178194115,0.42129477442793,0.622220804253077,1.56417909850298,0.735619170619976,1.30424125356721,4.94602683595087,0.98571485422418,0.977734528121439
"138","Lawrence, KS",84984,0.737168298114915,0.824832218190925,3.07050364257395,2.18653576753356,0.656977111466328,1.66369518920998,0.687416342302868,0,0,0.149786520326588
"139","Lawton, OK",15249,0.220087654390679,0,0,0.328752343592891,0.741547431168901,0,0,0,0,0
"140","Lebanon, PA",85649,1.3388051068308,0.806212673493793,1.32945316082916,0.468250136015412,0.255799513212889,0.991981184286095,1.35494085916297,0,1.00373090588063,0
"141","Lewiston-Auburn, ME",69108,0.0647511458741576,2.39954513875144,0,0.54647346865932,0.337478361469114,0.234620588476295,0.114234418892847,0,0,0.982381790313498
"142","Lima, OH",58774,0.532952586577381,0.31151630443198,0.645786310113635,0.676675847604169,0.216445007573611,0.375187278297392,0,12.9396651639569,0,1.51608200061325
"143","Lincoln, NE",216353,0.46278141038243,1.05903222487431,2.96043099687405,0.917576930770272,0.538990783682398,0.644510465786979,0.861141229435166,2.51515913683015,0.0290746215081553,0.804099108680142
"144","Little Rock-North Little Rock-Conway, AR",417435,0.515890660459845,0.761925845784346,0.113656750723522,0.538021184226695,0.678915664704643,0.891820535097725,0.90020909054658,0,0.0853917272402624,0.394395100686548
"145","Los Angeles-Long Beach-Anaheim, CA",7891690,2.27634051489943,1.82269198153288,4.30454350191199,1.88980695396364,2.31938740854851,2.46270954599194,1.51434136413341,2.59698388318079,6.60999579410812,4.95745716333666
"146","Louisville/Jefferson County, KY-IN",786813,0.660434851363542,0.637595240776619,0.265317102346305,0.781990045190049,1.14883943349048,0.92403521260877,0.82575955884778,0.799926351878362,0.580952605002525,0.626647406760825
"147","Lubbock, TX",191559,0.65116057465513,0.865674624783145,0,0.757192199288446,0.933422524133337,0.365658463422619,0.964358688277852,1.40323882811123,0.0656756569741325,0.425292097567759
"148","Lynchburg, VA",158318,0.618291889652057,1.07056416392433,3.23651449597237,0.607968608490516,1.05798221631503,0.589911187986824,1.29648756137659,0,0,1.20606541676576
"149","Madera, CA",83442,1.63565203095173,0.426306735153791,0,0.240317561297572,0.465841634596637,0.637358207871539,1.04071851620666,0,0.929764062561201,0.233916992880483
"150","Manchester-Nashua, NH",197140,1.58607182946817,0.835860472203341,0.312861912649668,0.917152334283375,0.301137506766493,0.657975433840714,0.252284807706885,0,0.393534406554894,0.245368464264239
"151","Mankato-North Mankato, MN",12839,0,0.855630155464687,0,0.260308148996443,0,0.303092009566224,0.245954115455935,0,0,2.71001253150985
"152","Mansfield, OH",71298,1.01988640035356,0.183425895303467,0,0.196875151685242,0.346937315235271,0.864173000476805,0.177160923915888,0,0,0.142831020712331
"153","McAllen-Edinburg-Mission, TX",426370,0.674314153546989,0.328810850813789,0.322697391094573,0.15755361805897,0.840391471373535,0.403100809300021,1.20536797986991,2.16811728053994,0.0786844801420228,0.228891593216376
